date,game_pk,game_time_utc,team,opponent,home_away,slot,batter_id,batter_name,opp_starter_id,opp_starter_name,bats,opp_throws,stand
2026-09-09,824226,2026-09-09T17:10:00Z,Detroit Tigers,Minnesota Twins,home,1,805808,Kevin McGonigle,805673,Zebby Matthews,L,R,L
2026-09-09,824226,2026-09-09T17:10:00Z,Detroit Tigers,Minnesota Twins,home,2,701678,Hao-Yu Lee,805673,Zebby Matthews,R,R,R
2026-09-09,824226,2026-09-09T17:10:00Z,Detroit Tigers,Minnesota Twins,home,3,690993,Colt Keith,805673,Zebby Matthews,L,R,L
2026-09-09,824226,2026-09-09T17:10:00Z,Detroit Tigers,Minnesota Twins,home,4,682985,Riley Greene,805673,Zebby Matthews,L,R,L
2026-09-09,824226,2026-09-09T17:10:00Z,Detroit Tigers,Minnesota Twins,home,5,693307,Dillon Dingler,805673,Zebby Matthews,R,R,R
2026-09-09,824226,2026-09-09T17:10:00Z,Detroit Tigers,Minnesota Twins,home,6,814430,Brett Callahan,805673,Zebby Matthews,L,R,L
2026-09-09,824226,2026-09-09T17:10:00Z,Detroit Tigers,Minnesota Twins,home,7,703601,Max Clark,805673,Zebby Matthews,L,R,L
2026-09-09,824226,2026-09-09T17:10:00Z,Detroit Tigers,Minnesota Twins,home,8,701162,Ben Malgeri,805673,Zebby Matthews,R,R,R
2026-09-09,824226,2026-09-09T17:10:00Z,Detroit Tigers,Minnesota Twins,home,9,807726,John Peck,805673,Zebby Matthews,R,R,R
2026-09-09,824226,2026-09-09T17:10:00Z,Minnesota Twins,Detroit Tigers,away,1,807712,Luke Keaschall,672456,Keider Montero,R,R,R
2026-09-09,824226,2026-09-09T17:10:00Z,Minnesota Twins,Detroit Tigers,away,2,686797,Brooks Lee,672456,Keider Montero,S,R,L
2026-09-09,824226,2026-09-09T17:10:00Z,Minnesota Twins,Detroit Tigers,away,3,665019,Kody Clemens,672456,Keider Montero,L,R,L
2026-09-09,824226,2026-09-09T17:10:00Z,Minnesota Twins,Detroit Tigers,away,4,605137,Josh Bell,672456,Keider Montero,S,R,L
2026-09-09,824226,2026-09-09T17:10:00Z,Minnesota Twins,Detroit Tigers,away,5,701785,Kaelen Culpepper,672456,Keider Montero,R,R,R
2026-09-09,824226,2026-09-09T17:10:00Z,Minnesota Twins,Detroit Tigers,away,6,663616,Trevor Larnach,672456,Keider Montero,L,R,L
2026-09-09,824226,2026-09-09T17:10:00Z,Minnesota Twins,Detroit Tigers,away,7,668904,Royce Lewis,672456,Keider Montero,R,R,R
2026-09-09,824226,2026-09-09T17:10:00Z,Minnesota Twins,Detroit Tigers,away,8,605170,Victor Caratini,672456,Keider Montero,S,R,L
2026-09-09,824226,2026-09-09T17:10:00Z,Minnesota Twins,Detroit Tigers,away,9,805805,Walker Jenkins,672456,Keider Montero,L,R,L
